"SAMPLE","PLOT","TREAT","CORNER","VIAL","ORG_MIN","COARSE_FINE","DIVID","VIAL_WEIGHT","BAG","NOTES","DRY_WEIGHT_BAG","DUP","SITE","DEPTH_CM","DEPTH","DRY_WEIGHT"
"20_1C_MC","20_1",1,"C","558","M","C","N",22.55,95,"",72.04,"","STEESE",15,"FULL",94.59
"20_1C_MF","20_1",1,"C","1","M","F","N",2.77,NA,"",342.74,"","STEESE",15,"FULL",345.51
"20_1NE_O","20_1",1,"NE","758","O","","N",7.04,NA,"",22.67,"","STEESE",10,"FULL",29.71
"20_1NE_MC","20_1",1,"NE","690","M","C","N",21.46,41,"",98.88,"","STEESE",15,"FULL",120.34
"20_1NE_MF","20_1",1,"NE","198","M","F","N",11.29,41,"",352.24,"","STEESE",15,"FULL",363.53
"20_1NW_O","20_1",1,"NW","560","O","","N",8.07,NA,"",55.21,"","STEESE",12,"FULL",63.28
"20_1NW_MC","20_1",1,"NW","521","M","C","N",19.14,120,"",153.31,"","STEESE",15,"FULL",172.45
"20_1NW_MF","20_1",1,"NW","200","M","F","N",7.92,120,"",291.41,"","STEESE",15,"FULL",299.33
"20_1SE_O","20_1",1,"SE","516","O","","N",10.55,49,"",81.35,"","STEESE",25,"FULL",91.9
"20_1SE_MC","20_1",1,"SE","390","M","C","N",15.84,37,"",79.67,"","STEESE",15,"FULL",95.51
"20_1SE_MF","20_1",1,"SE","142","M","F","N",11.78,NA,"",277.85,"","STEESE",15,"FULL",289.63
"20_1SW_O","20_1",1,"SW","660","O","","N",10.26,142,"",45.82,"","STEESE",5,"FULL",56.08
"20_1SW_MC","20_1",1,"SW","427","M","C","N",19.23,130,"",114.46,"","STEESE",15,"FULL",133.69
"20_1SW_MF","20_1",1,"SW","65","M","F","N",11.4,NA,"",344.12,"","STEESE",15,"FULL",355.52
"22_3C_O","22_3",3,"C","310","O","","N",6.91,NA,"",13.28,"","STEESE",1,"FULL",20.19
"22_3C_MC","22_3",3,"C","422","M","C","N",20.4,53,"",109.85,"","STEESE",15,"FULL",130.25
"22_3C_MF","22_3",3,"C","26","M","F","N",9.54,53,"",277.28,"","STEESE",15,"FULL",286.82
"22_3NE_O","22_3",3,"NE","480","O","","N",6.96,NA,"",29.07,"","STEESE",10,"FULL",36.03
"22_3NE_MC","22_3",3,"NE","350","M","C","N",23.56,81,"",100,"DUP","STEESE",15,"FULL",123.56
"22_3NE_MF","22_3",3,"NE","143","M","F","N",7.93,81,"",366.96,"","STEESE",15,"FULL",374.89
"22_3NW_O","22_3",3,"NW","466","O","","N",6.09,NA,"",46.63,"","STEESE",9,"FULL",52.72
"22_3NW_MC","22_3",3,"NW","338","M","C","N",24.11,43,"",21.77,"DUP","STEESE",15,"FULL",45.88
"22_3NW_MF","22_3",3,"NW","57","M","F","N",10.91,NA,"",374.1,"","STEESE",15,"FULL",385.01
"22_3SE_O","22_3",3,"SE","659","O","","N",10.37,NA,"",38.05,"","STEESE",3,"FULL",48.42
"22_3SE_MC","22_3",3,"SE","352","M","C","N",25.62,69,"",54.23,"","STEESE",15,"FULL",79.85
"22_3SE_MF","22_3",3,"SE","163","M","F","N",11.95,69,"",380.43,"","STEESE",15,"FULL",392.38
"22_3SW_O","22_3",3,"SW","472","O","","N",12.05,NA,"",13.7,"DUP","STEESE",7,"FULL",25.75
"22_3SW_O","22_3",3,"SW","487","O","","N",4.22,NA,"",13.7,"DUP","STEESE",7,"FULL",17.92
"22_3SW_MC","22_3",3,"SW","404","M","C","N",21.4,94,"",63.83,"","STEESE",15,"FULL",85.23
"22_3SW_MF","22_3",3,"SW","2","M","F","N",0.3,94,"",435,"","STEESE",15,"FULL",435.3
"23_3C_O","23_3",3,"C","549","O","","N",13.02,NA,"",28.1,"","STEESE",4,"FULL",41.12
"23_3C_MC","23_3",3,"C","678","M","C","N",20.93,NA,"",209.72,"","STEESE",15,"FULL",230.65
"23_3C_MF","23_3",3,"C","677","M","F","N",23.6,48,"",206.82,"","STEESE",15,"FULL",230.42
"23_3NE_O","23_3",3,"NE","468","O","","N",10.95,NA,"",23.22,"","STEESE",3,"FULL",34.17
"23_3NE_MC","23_3",3,"NE","939","M","C","N",23.47,44,"",131.07,"","STEESE",15,"FULL",154.54
"23_3NE_MF","23_3",3,"NE","234","M","F","N",11.2,44,"",288.13,"DUP","STEESE",15,"FULL",299.33
"23_3NE_MF","23_3",3,"NE","945","M","F","N",14.58,44,"",0,"DUP","STEESE",15,"FULL",14.58
"23_3NW_O","23_3",3,"NW","469","O","","N",6.1,NA,"",26.82,"","STEESE",5,"FULL",32.92
"23_3NW_MC","23_3",3,"NW","805","M","C","N",20.43,59,"",104.78,"","STEESE",15,"FULL",125.21
"23_3NW_MF","23_3",3,"NW","71","M","F","N",11.75,NA,"",194.38,"","STEESE",15,"FULL",206.13
"23_3SE_O","23_3",3,"SE","697","O","","N",12.64,NA,"",38.32,"","STEESE",5,"FULL",50.96
"23_3SE_MC","23_3",3,"SE","556","M","C","N",16.41,126,"",178.33,"","STEESE",15,"FULL",194.74
"23_3SE_MF","23_3",3,"SE","210","M","F","N",7.89,126,"",95.39,"","STEESE",15,"FULL",103.28
"23_3SW_O","23_3",3,"SW","995","O","","N",12.93,NA,"",23.53,"","STEESE",3,"FULL",36.46
"23_3SW_MC","23_3",3,"SW","672","M","C","N",18.55,NA,"",194.57,"","STEESE",15,"FULL",213.12
"23_3SW_MF","23_3",3,"SW","671","M","F","N",26.3,143,"",233.03,"","STEESE",15,"FULL",259.33
"24_3C_O","24_3",3,"C","315","O","","N",0,NA,"",3.35,"","STEESE",1,"FULL",3.35
"24_3C_MC","24_3",3,"C","583","M","C","N",25.73,92,"",88.45,"","STEESE",15,"FULL",114.18
"24_3C_MF","24_3",3,"C","280","M","F","N",19.68,92,"",346.05,"","STEESE",15,"FULL",365.73
"24_3NE_O","24_3",3,"NE","323","O","","N",5.91,NA,"",17.45,"","STEESE",2,"FULL",23.36
"24_3NE_MC","24_3",3,"NE","576","M","C","N",21.44,102,"",28.75,"","STEESE",15,"FULL",50.19
"24_3NE_MF","24_3",3,"NE","291","M","F","N",15.37,102,"",362.48,"","STEESE",15,"FULL",377.85
"24_3NW_O","24_3",3,"NW","562","O","","N",14.13,NA,"",42.92,"","STEESE",1,"FULL",57.05
"24_3NW_MC","24_3",3,"NW","597","M","C","N",19.53,50,"",105.77,"","STEESE",15,"FULL",125.3
"24_3NW_MF","24_3",3,"NW","288","M","F","N",11.14,50,"",306.31,"","STEESE",15,"FULL",317.45
"24_3SE_O","24_3",3,"SE","384","O","","N",12.43,NA,"",9.7,"DUP","STEESE",1,"FULL",22.13
"24_3SE_O","24_3",3,"SE","655","O","","N",11.44,NA,"",9.7,"DUP","STEESE",1,"FULL",21.14
"24_3SE_MC","24_3",3,"SE","621","M","C","N",22.83,120,"",54.54,"","STEESE",15,"FULL",77.37
"24_3SE_MF","24_3",3,"SE","245","M","F","N",12.23,120,"",369.04,"","STEESE",15,"FULL",381.27
"24_3SW_O","24_3",3,"SW","309","O","","N",2.75,NA,"",25.42,"","STEESE",1,"FULL",28.17
"24_3SW_MC","24_3",3,"SW","615","M","C","N",27.08,139,"",0.04,"","STEESE",15,"FULL",27.12
"24_3SW_MF","24_3",3,"SW","304","M","F","N",11.81,139,"",393.39,"","STEESE",15,"FULL",405.2
"25_3C_O","25_3",3,"C","312","O","","N",3.59,NA,"",39.98,"","STEESE",3,"FULL",43.57
"25_3C_MC","25_3",3,"C","695","M","C","N",19.41,53,"",86.72,"","STEESE",15,"FULL",106.13
"25_3C_MF","25_3",3,"C","23","M","F","N",9.98,NA,"",285.78,"","STEESE",15,"FULL",295.76
"25_3NE_O","25_3",3,"NE","888","O","","N",13.16,NA,"",30.7,"","STEESE",2,"FULL",43.86
"25_3NE_MC","25_3",3,"NE","601","M","C","N",24.97,142,"",16.85,"","STEESE",15,"FULL",41.82
"25_3NE_MF","25_3",3,"NE","290","M","F","N",14.6,142,"",367.17,"","STEESE",15,"FULL",381.77
"25_3NW_O","25_3",3,"NW","856","O","","N",12.75,NA,"",33.37,"","STEESE",2,"FULL",46.12
"25_3NW_MC","25_3",3,"NW","618","M","C","N",19.97,64,"",17.87,"","STEESE",15,"FULL",37.84
"25_3NW_MF","25_3",3,"NW","263","M","F","N",13.74,64,"",366.64,"","STEESE",15,"FULL",380.38
"25_3SE_O","25_3",3,"SE","474","O","","N",10.62,NA,"",20.78,"","STEESE",3,"FULL",31.4
"25_3SE_MC","25_3",3,"SE","673","M","C","N",20.63,56,"",97.15,"","STEESE",15,"FULL",117.78
"25_3SE_MF","25_3",3,"SE","670","M","F","N",26.52,56,"",313.8,"","STEESE",15,"FULL",340.32
"25_3SW_O","25_3",3,"SW","880","O","","N",12.02,NA,"",24.48,"","STEESE",3,"FULL",36.5
"25_3SW_MC","25_3",3,"SW","388","M","C","N",15.86,158,"",99.24,"","STEESE",15,"FULL",115.1
"25_3_SW_MF","25_3",3,"SW","138","M","F","N",12.21,NA,"",329.25,"","STEESE",15,"FULL",341.46
"26_2C_O","26_2",2,"C","470","O","","N",4.21,NA,"",14.06,"","STEESE",12,"FULL",18.27
"26_2C_MC","26_2",2,"C","588","M","C","N",20.08,72,"",128.11,"","STEESE",15,"FULL",148.19
"26_2C_MF","26_2",2,"C","206","M","F","N",9.96,72,"",267.98,"","STEESE",15,"FULL",277.94
"26_2NE_O","26_2",2,"NE","541","O","","N",4.16,NA,"",13,"","STEESE",12,"FULL",17.16
"26_2NE_MC","26_2",2,"NE","624","M","C","N",18.08,127,"",66.71,"","STEESE",15,"FULL",84.79
"26_2NE_MF","26_2",2,"NE","209","M","F","N",9.27,127,"",266.72,"","STEESE",15,"FULL",275.99
"26_2NW_O","26_2",2,"NW","879","O","","N",4.95,NA,"",18.39,"","STEESE",16,"FULL",23.34
"26_2NW_MC","26_2",2,"NW","334","M","C","N",20.27,124,"",114.93,"","STEESE",15,"FULL",135.2
"26_2NW_MF","26_2",2,"NW","169","M","F","N",7.57,124,"",347.23,"","STEESE",15,"FULL",354.8
"26_2SE_O","26_2",2,"SE","868","O","","N",6.44,NA,"",19.68,"","STEESE",15,"FULL",26.12
"26_2SE_MC","26_2",2,"SE","710","M","C","N",19.39,140,"",215.23,"","STEESE",15,"FULL",234.62
"26_2SE_MF","26_2",2,"SE","716","M","F","N",24.45,140,"",192.01,"","STEESE",15,"FULL",216.46
"26_2SW_O","26_2",2,"SW","861","O","","N",6.67,NA,"",18.08,"","STEESE",10,"FULL",24.75
"26_2SW_MC","26_2",2,"SW","634","M","C","N",19.44,119,"",89.88,"","STEESE",15,"FULL",109.32
"26_2SW_MF","26_2",2,"SW","203","M","F","N",9.55,119,"",295.13,"","STEESE",15,"FULL",304.68
"27_2C_O","27_2",2,"C","828","O","","N",5.67,NA,"",12.45,"","STEESE",9,"FULL",18.12
"27_2C_MC","27_2",2,"C","647","M","C","N",22.65,145,"",133.49,"","STEESE",15,"FULL",156.14
"27_2C_MF","27_2",2,"C","254","M","F","N",9.65,145,"",167.97,"","STEESE",15,"FULL",177.62
"27_2NE_O","27_2",2,"NE","538","O","","N",9.24,NA,"",50.54,"","STEESE",13,"FULL",59.78
"27_2NE_MC","27_2",2,"NE","546","M","C","N",22.69,123,"",137.78,"","STEESE",15,"FULL",160.47
"27_2NE_MF","27_2",2,"NE","67","M","F","N",10.61,NA,"",270.22,"","STEESE",15,"FULL",280.83
"27_2NW_O","27_2",2,"NW","572","O","","N",6.74,NA,"",38.33,"","STEESE",7,"FULL",45.07
"27_2NW_MC","27_2",2,"NW","528","M","C","N",16.82,NA,"",199.32,"","STEESE",15,"FULL",216.14
"27_2NW_MF","27_2",2,"NW","241","M","F","N",10.55,NA,"",225.51,"","STEESE",15,"FULL",236.06
"27_2SE_O","27_2",2,"SE","832","O","","N",6.79,NA,"",23.33,"","STEESE",9,"FULL",30.12
"27_2SE_MC","27_2",2,"SE","651","M","C","N",20.35,NA,"",106.58,"","STEESE",15,"FULL",126.93
"27_2SE_MF","27_2",2,"SE","201","M","F","N",9.79,NA,"",312.35,"","STEESE",15,"FULL",322.14
"27_2SW_O","27_2",2,"SW","853","O","","N",5.8,67,"",10.77,"","STEESE",10,"FULL",16.57
"27_2SW_MC","27_2",2,"SW","581","M","C","N",20.82,92,"",65.51,"","STEESE",15,"FULL",86.33
"27_2SW_MF","27_2",2,"SW","208","M","F","N",11.2,92,"",347.65,"","STEESE",15,"FULL",358.85
"28_1C_O","28_1",1,"C","869","O","","N",9.02,200,"",22.32,"","STEESE",10,"FULL",31.34
"28_1C_MC","28_1",1,"C","599","M","C","N",21.39,122,"",206.86,"","STEESE",15,"FULL",228.25
"28_1C_MF","28_1",1,"C","253","M","F","N",8.27,122,"",242.75,"","STEESE",15,"FULL",251.02
"28_1NE_O","28_1",1,"NE","745","O","","N",6.94,137,"",12.11,"","STEESE",12,"FULL",19.05
"28_1NE_MC","28_1",1,"NE","894","M","C","N",17.54,152,"",378.47,"","STEESE",15,"FULL",396.01
"28_1NE_MF","28_1",1,"NE","893","M","F","N",20.37,152,"",69.77,"","STEESE",15,"FULL",90.14
"28_1NW_O","28_1",1,"NW","811","O","","N",8.54,69,"",34.02,"","STEESE",11,"FULL",42.56
"28_1NW_MC","28_1",1,"NW","396","M","C","N",22.44,139,"",57.13,"","STEESE",15,"FULL",79.57
"28_1NW_MF","28_1",1,"NW","60","M","F","N",11.6,NA,"",416.28,"","STEESE",15,"FULL",427.88
"28_1SE_O","28_1",1,"SE","646","O","","N",10.32,NA,"",16.58,"","STEESE",10,"FULL",26.9
"28_1SE_MC","28_1",1,"SE","428","M","C","N",19.03,104,"",166.31,"","STEESE",15,"FULL",185.34
"28_1SE_MF","28_1",1,"SE","22","M","F","N",12.37,NA,"",306.93,"","STEESE",15,"FULL",319.3
"28_1SW_O","28_1",1,"SW","492","O","","N",7.26,125,"",8.61,"","STEESE",12,"FULL",15.87
"28_1SW_MC","28_1",1,"SW","724","M","C","N",19.66,148,"",60.55,"","STEESE",15,"FULL",80.21
"28_1SW_MF","28_1",1,"SW","185","M","F","N",10.99,NA,"",234.84,"","STEESE",15,"FULL",245.83
"29_1C_O","29_1",1,"C","862","O","","N",5.16,NA,"",7.22,"","STEESE",10,"FULL",12.38
"29_1C_MC","29_1",1,"C","850","M","C","N",12.32,82,"",109.52,"","STEESE",15,"FULL",121.84
"29_1C_MF","29_1",1,"C","849","M","F","N",15.79,82,"",150.45,"","STEESE",15,"FULL",166.24
"29_1NE_O","29_1",1,"NE","485","O","","N",7.46,NA,"",13.16,"","STEESE",15,"FULL",20.62
"29_1NE_MC","29_1",1,"NE","623","M","C","N",21.84,51,"",103.66,"","STEESE",15,"FULL",125.5
"29_1NE_MF","29_1",1,"NE","207","M","F","N",10.04,51,"",333.83,"","STEESE",15,"FULL",343.87
"29_1NW_O","29_1",1,"NW","639","O","","N",6.31,NA,"",8.18,"","STEESE",10,"FULL",14.49
"29_1NW_MC","29_1",1,"NW","729","M","C","N",21.82,91,"",16.08,"","STEESE",15,"FULL",37.9
"29_1NW_MF","29_1",1,"NW","216","M","F","N",7.14,91,"",414.45,"","STEESE",15,"FULL",421.59
"29_1SE_O","29_1",1,"SE","503","O","","N",7.74,NA,"",35.44,"","STEESE",10,"FULL",43.18
"29_1SE_MC","29_1",1,"SE","693","M","C","N",25.04,99,"",70.74,"","STEESE",15,"FULL",95.78
"29_1SE_MF","29_1",1,"SE","126","M","F","N",11.67,99,"",397.03,"","STEESE",15,"FULL",408.7
"29_1SW_O","29_1",1,"SW","742","O","","N",4.75,NA,"",5.89,"","STEESE",10,"FULL",10.64
"29_1SW_MC","29_1",1,"SW","531","M","C","N",20.1,42,"",65.55,"","STEESE",15,"FULL",85.65
"29_1SW_MF","29_1",1,"SW","701","M","F","N",22.7,42,"",397.95,"","STEESE",15,"FULL",420.65
"3_2C_O","3_2",2,"C","484","O","","N",3.94,NA,"",17.33,"","STEESE",10,"FULL",21.27
"3_2C_MC","3_2",2,"C","429","M","C","N",18.16,NA,"",271.98,"","STEESE",15,"FULL",290.14
"3_2C_MF","3_2",2,"C","264","M","F","N",6.98,NA,"",197.82,"","STEESE",15,"FULL",204.8
"3_2NE_O","3_2",2,"NE","568","O","","N",4.57,56,"",13.99,"","STEESE",15,"FULL",18.56
"3_2NE_MC","3_2",2,"NE","595","M","C","N",21.25,130,"",74.12,"","STEESE",15,"FULL",95.37
"3_2NE_MF","3_2",2,"NE","197","M","F","N",10.1,130,"",310.78,"","STEESE",15,"FULL",320.88
"3_2NW_O","3_2",2,"NW","502","O","","N",8.62,NA,"",28.55,"","STEESE",8,"FULL",37.17
"3_2NW_MC","3_2",2,"NW","579","M","C","N",20.94,NA,"",160.25,"","STEESE",15,"FULL",181.19
"3_2NW_MF","3_2",2,"NW","252","M","F","N",10.65,NA,"",284.3,"","STEESE",15,"FULL",294.95
"3_2SE_O","3_2",2,"SE","657","O","","N",6.36,NA,"",28.95,"","STEESE",12,"FULL",35.31
"3_2SE_MC","3_2",2,"SE","504","M","C","N",18.44,94,"",73.75,"","STEESE",15,"FULL",92.19
"3_2SE_MF","3_2",2,"SE","188","M","F","N",11.82,NA,"",354.78,"","STEESE",15,"FULL",366.6
"3_2SW_O","3_2",2,"SW","514","O","","N",6.46,NA,"",31.55,"","STEESE",10,"FULL",38.01
"3_2SW_MC","3_2",2,"SW","603","M","C","N",22.95,63,"",193.66,"","STEESE",15,"FULL",216.61
"3_2SW_MF","3_2",2,"SW","242","M","F","N",8.86,63,"",200.83,"","STEESE",15,"FULL",209.69
"31_0C_O","31_0",0,"C","960","O","","N",11.76,NA,"",57.24,"","STEESE",15,"FULL",69
"31_0C_MC","31_0",0,"C","975","M","C","N",14.85,NA,"",79.31,"","STEESE",15,"FULL",94.16
"31_0C_MF","31_0",0,"C","976","M","F","N",19.37,NA,"",28.91,"","STEESE",15,"FULL",48.28
"31_0NE_O","31_0",0,"NE","957","O","","N",4.06,NA,"",10.82,"","STEESE",22,"FULL",14.88
"31_0NW_O","31_0",0,"NW","993","O","","N",8.49,NA,"",69.15,"","STEESE",21,"FULL",77.64
"31_0NW_MC","31_0",0,"NW","987","M","C","N",13.67,NA,"",128.89,"","STEESE",15,"FULL",142.56
"31_0NW_MF","31_0",0,"NW","985","M","F","N",20.88,NA,"",61.83,"","STEESE",15,"FULL",82.71
"31_0SE_O","31_0",0,"SE","955","O","","N",7.5,NA,"",33.43,"","STEESE",9,"FULL",40.93
"31_0SW_O","31_0",0,"SW","990","O","","N",7.98,NA,"",118.21,"","STEESE",26,"FULL",126.19
"31_0SW_MC","31_0",0,"SW","972","M","C","N",37.25,NA,"",108.45,"","STEESE",15,"FULL",145.7
"31_0SW_MF","31_0",0,"SW","989","M","F","N",6.52,NA,"",7.24,"","STEESE",15,"FULL",13.76
"32_2C_O","32_2",2,"C","814","O","","Y",12.61,97,"",4.01,"","DALTON",1,"FULL",16.62
"32_2C_MC","32_2",2,"C","339","M","C","Y",12.79,88,"",0,"","DALTON",5,"0_5",12.79
"32_2C_MC","32_2",2,"C","367","M","C","Y",27.5,87,"",16.64,"","DALTON",5,"10_15",44.14
"32_2C_MC","32_2",2,"C","369","M","C","Y",20.47,78,"",28.56,"","DALTON",5,"5_10",49.03
"32_2C_MF","32_2",2,"C","111","M","F","Y",10.37,NA,"",75.94,"","DALTON",5,"5_10",86.31
"32_2C_MF","32_2",2,"C","114","M","F","Y",13.57,87,"",86.16,"","DALTON",5,"10_15",99.73
"32_2C_MF","32_2",2,"C","80","M","F","Y",8.13,NA,"",41.07,"","DALTON",5,"0_5",49.2
"32_2NE_O","32_2",2,"NE","780","O","","Y",4.04,64,"",6.07,"","DALTON",2.1,"FULL",10.11
"32_2NE_MC","32_2",2,"NE","368","M","C","Y",11.03,86,"",0,"","DALTON",5,"0_5",11.03
"32_2NE_MC","32_2",2,"NE","370","M","C","Y",22.75,85,"",14.75,"","DALTON",5,"5_10",37.5
"32_2NE_MF","32_2",2,"NE","115","M","F","Y",7.84,NA,"",45.97,"","DALTON",5,"0_5",53.81
"32_3NE_MF","32_2",2,"NE","116","M","F","Y",10.59,NA,"",49.91,"","DALTON",5,"5_10",60.5
"32_2NW_O","32_2",2,"NW","786","O","","Y",9.02,71,"",0,"","DALTON",2,"FULL",9.02
"32_2NW_MC","32_2",2,"NW","337","M","C","Y",20.19,57,"",0,"","DALTON",5,"0_5",20.19
"32_2NW_MC","32_2",2,"NW","346","M","C","Y",11.07,61,"",0,"","DALTON",5,"5_10",11.07
"32_2NW_MC","32_2",2,"NW","358","M","C","Y",22.71,59,"",10.65,"","DALTON",5,"10_15",33.36
"32_2NW_MF","32_2",2,"NW","82","M","F","Y",10.71,NA,"",112.09,"","DALTON",5,"10_15",122.8
"32_2NW_MF","32_2",2,"NW","83","M","F","Y",11.04,NA,"",76.54,"","DALTON",5,"0_5",87.58
"32_2NW_MF","32_2",2,"NW","85","M","F","Y",10.71,NA,"",67.49,"","DALTON",5,"5_10",78.2
"32_2SE_O","32_2",2,"SE","325","O","","Y",2.96,91,"",3.43,"","DALTON",2,"FULL",6.39
"32_2SE_MC","32_2",2,"SE","336","M","C","Y",22.08,68,"",9.56,"","DALTON",5,"10_15",31.64
"32_2SE_MC","32_2",2,"SE","360","M","C","Y",11.07,89,"",0,"","DALTON",5,"0_5",11.07
"32_2SE_MC","32_2",2,"SE","371","M","C","Y",23.86,56,"",0,"","DALTON",5,"5_10",23.86
"32_2SE_MF","32_2",2,"SE","107","M","F","Y",11.12,NA,"",55.82,"","DALTON",5,"5_10",66.94
"32_2SE_MF","32_2",2,"SE","109","M","F","Y",13.38,NA,"",128.55,"","DALTON",5,"10_15",141.93
"32_2SE_MF","32_2",2,"SE","77","M","F","Y",4.91,NA,"",33.08,"","DALTON",5,"0_5",37.99
"32_2SW_O","32_2",2,"SW","NO_SAMPLE","O","","Y",NA,NA,"No Sample",0,"","DALTON",1,"FULL",NA
"32_2SW_MC","32_2",2,"SW","317","M","C","Y",11.44,78,"",0,"","DALTON",5,"0_5",11.44
"32_2SW_MC","32_2",2,"SW","362","M","C","Y",24.26,63,"",0,"","DALTON",5,"5_10",24.26
"32_2SW_MC","32_2",2,"SW","524","M","C","Y",21.52,77,"",22.24,"","DALTON",5,"10_15",43.76
"32_2SW_MF","32_2",2,"SW","106","M","F","Y",15.54,NA,"",96.87,"","DALTON",5,"5_10",112.41
"32_2SW_MF","32_2",2,"SW","110","M","F","Y",13.06,NA,"",98.65,"","DALTON",5,"10_15",111.71
"32_2SW_MF","32_2",2,"SW","84","M","F","Y",8.62,NA,"",50.81,"","DALTON",5,"0_5",59.43
"33_1C_O","33_1",1,"C","481","O","","N",11.69,NA,"",20.55,"","STEESE",10,"FULL",32.24
"33_1C_MC","33_1",1,"C","520","M","C","N",20.04,34,"",43.46,"","STEESE",15,"FULL",63.5
"33_1C_MF","33_1",1,"C","199","M","F","N",9.61,54,"",400.09,"","STEESE",15,"FULL",409.7
"33_1NE_O","33_1",1,"NE","566","O","","N",4.83,NA,"",11.31,"","STEESE",10,"FULL",16.14
"33_1NE_MC","33_1",1,"NE","721","M","C","N",40.64,76,"",65.27,"","STEESE",15,"FULL",105.91
"33_1NE_MF","33_1",1,"NE","244","M","F","N",11.48,76,"",373.29,"","STEESE",15,"FULL",384.77
"33_1NW_O","33_1",1,"NW","675","O","","N",7.2,NA,"",18.93,"","STEESE",4,"FULL",26.13
"33_1NW_MC","33_1",1,"NW","574","M","C","N",22.61,97,"",71.22,"","STEESE",15,"FULL",93.83
"33_1NW_MF","33_1",1,"NW","190","M","F","N",8.21,NA,"",326.76,"","STEESE",15,"FULL",334.97
"33_1SE_O","33_1",1,"SE","882","O","","N",6.02,NA,"",21.37,"","STEESE",10,"FULL",27.39
"33_1SE_MC","33_1",1,"SE","544","M","C","N",23.32,129,"",60.13,"","STEESE",15,"FULL",83.45
"33_1SE_MF","33_1",1,"SE","226","M","F","N",10.02,129,"",374.61,"","STEESE",15,"FULL",384.63
"33_1SW_O","33_1",1,"SW","778","O","","N",5.1,NA,"",18.14,"","STEESE",8.5,"FULL",23.24
"33_1SW_MC","33_1",1,"SW","713","M","C","N",23.33,47,"",84.04,"","STEESE",15,"FULL",107.37
"33_1SW_MF","33_1",1,"SW","119","M","F","N",10.93,NA,"",339.46,"","STEESE",15,"FULL",350.39
"34_2C_O","34_2",2,"C","465","O","","N",6.49,NA,"",20.56,"","STEESE",3,"FULL",27.05
"34_2C_MC","34_2",2,"C","616","M","C","N",7.12,122,"",0,"","STEESE",15,"FULL",7.12
"34_2C_MF","34_2",2,"C","282","M","F","N",11.55,122,"",419.44,"","STEESE",15,"FULL",430.99
"34_2NE_O","34_2",2,"NE","482","O","","N",8.91,NA,"",14.94,"","STEESE",3,"FULL",23.85
"34_2NE_MF","34_2",2,"NE","299","M","F","N",10.32,85,"",249.71,"","STEESE",15,"FULL",260.03
"34_2NW_O","34_2",2,"NW","752","O","","N",12.1,NA,"",38.11,"","STEESE",2,"FULL",50.21
"34_2NW_MC","34_2",2,"NW","728","M","C","N",21.8,107,"",100.45,"","STEESE",15,"FULL",122.25
"34_2NW_MF","34_2",2,"NW","717","M","F","N",20.21,67,"",200.88,"","STEESE",15,"FULL",221.09
"34_2SE_O","34_2",2,"SE","890","O","","N",9.1,NA,"",11.97,"","STEESE",2,"FULL",21.07
"34_2SE_MC","34_2",2,"SE","753","M","C","N",20.76,156,"",65.62,"","STEESE",15,"FULL",86.38
"34_2SE_MF","34_2",2,"SE","36","M","F","N",11.71,NA,"",376.81,"","STEESE",15,"FULL",388.52
"34_2SW_O","34_2",2,"SW","518","O","","N",7.01,NA,"",29.15,"","STEESE",3,"FULL",36.16
"34_2SW_MC","34_2",2,"SW","529","M","C","N",20.85,60,"",38.43,"","STEESE",15,"FULL",59.28
"34_2SW_MF","34_2",2,"SW","59","M","F","N",14,60,"",385.74,"","STEESE",15,"FULL",399.74
"35_3C_O","35_3",3,"C","543","O","","N",7.96,NA,"",13.84,"","STEESE",1,"FULL",21.8
"35_3C_MC","35_3",3,"C","351","M","C","N",24.2,37,"",69.37,"","STEESE",15,"FULL",93.57
"35_3C_MF","35_3",3,"C","27","M","F","N",10.04,NA,"",343.12,"","STEESE",15,"FULL",353.16
"35_3NE_O","35_3",3,"NE","885","O","","N",11.92,NA,"",22.29,"","STEESE",0,"FULL",34.21
"35_3NE_MC","35_3",3,"NE","622","M","C","N",25.8,137,"",87.69,"","STEESE",15,"FULL",113.49
"35_3NE_MF","35_3",3,"NE","292","M","F","N",13.44,137,"",333.25,"","STEESE",15,"FULL",346.69
"35_3NW_O","35_3",3,"NW","313","O","","N",10.49,NA,"",6.86,"","STEESE",3,"FULL",17.35
"35_3NW_MC","35_3",3,"NW","610","M","C","N",22.72,41,"",150.29,"","STEESE",15,"FULL",173.01
"35_3NW_MF","35_3",3,"NW","303","M","F","N",13.65,41,"",256.51,"","STEESE",15,"FULL",270.16
"35_3SE_O","35_3",3,"SE","460","O","","N",12.19,NA,"",30.31,"","STEESE",2,"FULL",42.5
"35_3SE_MC","35_3",3,"SE","582","M","C","N",23.9,133,"",83.04,"","STEESE",15,"FULL",106.94
"35_3SE_MF","35_3",3,"SE","247","M","F","N",8.88,133,"",330.16,"DUP","STEESE",15,"FULL",339.04
"35_3SE_MF","35_3",3,"SE","250","M","F","N",8.84,133,"",330.16,"DUP","STEESE",15,"FULL",339
"35_3SW_O","35_3",3,"SW","316","O","","N",19.12,NA,"",26.87,"","STEESE",3,"FULL",45.99
"35_3SW_MC","35_3",3,"SW","692","M","C","N",22.46,200,"",86.56,"","STEESE",15,"FULL",109.02
"35_3SW_MF","35_3",3,"SW","214","M","F","N",11.11,200,"",320.71,"","STEESE",15,"FULL",331.82
